block_id	drug_row	drug_col	css_ri	synergy_zip	synergy_bliss	synergy_loewe	synergy_hsa	S	cell_line_name	cellosaurus_accession
422385	NSC141540	MECHLORETHAMINE HYDROCHLORIDE	33.78	-9.87	-1.59	-2.24	-0.49	8.04	T-47D	CVCL_0553
422386	NSC141540	MECHLORETHAMINE HYDROCHLORIDE	17.59	-6.45	0.24	0.63	1.23	-6.04	MDA-MB-468	CVCL_0419
422387	NSC141540	MECHLORETHAMINE HYDROCHLORIDE	25.98	-2.17	-0.68	-4.18	0.67	-2.71	BT-549	CVCL_1092
422401	NSC141540	MECHLORETHAMINE HYDROCHLORIDE	21.36	-10.8	-2.57	-3.4	-1.39	2.48	MDA-MB-231	CVCL-0062
422402	NSC141540	MECHLORETHAMINE HYDROCHLORIDE	21.95	5.47	7.42	-5.16	2.08	8.47	HS 578T	CVCL_0332
422426	NSC141540	MECHLORETHAMINE HYDROCHLORIDE	42.05	-14.44	-3.56	-4.49	-0.73	10.62	MCF7	CVCL_0031
422437	LOMUSTINE	BENDAMUSTINE HYDROCHLORIDE	25.5	1.05	5.93	1.23	6.28	6.4	HS 578T	CVCL_0332
422438	LOMUSTINE	BENDAMUSTINE HYDROCHLORIDE	17.7	-5.69	-3.17	-6.82	-1.1	-1.36	MDA-MB-231	CVCL-0062
422449	LOMUSTINE	BENDAMUSTINE HYDROCHLORIDE	24.13	-7.78	0.4	-1.57	1.42	2.42	MDA-MB-468	CVCL_0419
422450	LOMUSTINE	BENDAMUSTINE HYDROCHLORIDE	8.79	-6.65	-1.79	-5.3	-1.28	-5.6	T-47D	CVCL_0553
422452	LOMUSTINE	BENDAMUSTINE HYDROCHLORIDE	13.75	-7.86	2.98	-5.34	2.46	-4.74	BT-549	CVCL_1092
422477	LOMUSTINE	BENDAMUSTINE HYDROCHLORIDE	20.89	-7.62	-0.9	-1.55	-0.32	9.92	MCF7	CVCL_0031
422502	DAUNORUBICIN HYDROCHLORIDE	BENDAMUSTINE HYDROCHLORIDE	24.36	-1.24	9.45	-2.17	9.16	6.13	BT-549	CVCL_1092
422503	DAUNORUBICIN HYDROCHLORIDE	BENDAMUSTINE HYDROCHLORIDE	32.83	-7.93	2.96	-12.26	3.96	18.55	MDA-MB-468	CVCL_0419
422504	DAUNORUBICIN HYDROCHLORIDE	BENDAMUSTINE HYDROCHLORIDE	24.97	-5.27	5.06	-0.68	6.24	4.87	T-47D	CVCL_0553
422515	DAUNORUBICIN HYDROCHLORIDE	BENDAMUSTINE HYDROCHLORIDE	7.92	-2.01	-0.49	-6.33	-0.34	-7.44	HS 578T	CVCL_0332
422516	DAUNORUBICIN HYDROCHLORIDE	BENDAMUSTINE HYDROCHLORIDE	22.1	-2.21	-0.29	-6.04	0.48	8.97	MDA-MB-231	CVCL-0062
422551	DAUNORUBICIN HYDROCHLORIDE	BENDAMUSTINE HYDROCHLORIDE	26.18	-2.67	0.89	-15.7	1.65	6.12	MCF7	CVCL_0031
422557	PAZOPANIB HYDROCHLORIDE	PROCARBAZINE HYDROCHLORIDE	4.57	0.44	1.47	-4.32	-1.5	5.98	MCF7	CVCL_0031
422596	PAZOPANIB HYDROCHLORIDE	PROCARBAZINE HYDROCHLORIDE	7.2	2.33	10.16	6.24	5.71	12.24	HS 578T	CVCL_0332
422597	PAZOPANIB HYDROCHLORIDE	PROCARBAZINE HYDROCHLORIDE	-3.19	-1.4	-5.11	-7.54	-6.59	-4.32	MDA-MB-231	CVCL-0062
422612	PAZOPANIB HYDROCHLORIDE	PROCARBAZINE HYDROCHLORIDE	2.56	-0.32	2.25	-1.07	-0.01	2.05	MDA-MB-468	CVCL_0419
422613	PAZOPANIB HYDROCHLORIDE	PROCARBAZINE HYDROCHLORIDE	-1.48	0.98	1.29	-1.63	-0.45	-3.94	T-47D	CVCL_0553
422615	PAZOPANIB HYDROCHLORIDE	PROCARBAZINE HYDROCHLORIDE	1.72	1.87	2.15	-2.17	-0.57	5.08	BT-549	CVCL_1092
422640	5-FU	ANASTROZOLE	36.03	8.36	6.79	8.23	8.51	1.93	MCF7	CVCL_0031
422652	5-FU	ANASTROZOLE	12.04	-3.39	-3.44	-2.41	-2.26	-9.78	MDA-MB-468	CVCL_0419
422653	5-FU	ANASTROZOLE	30.93	-1.92	-4.17	-3.64	-3.45	2.44	T-47D	CVCL_0553
422655	5-FU	ANASTROZOLE	31.1	-4.42	-7.58	-6.24	-6.32	3.74	BT-549	CVCL_1092
422664	5-FU	ANASTROZOLE	32.37	-3.49	-6.07	-5.56	-5.46	9.16	HS 578T	CVCL_0332
422665	5-FU	ANASTROZOLE	13.56	-6.93	-2.03	-1.22	-1.08	-7.48	MDA-MB-231	CVCL-0062
422675	MITOXANTRONE	NSC141540	51.93	5.43	5.77	12.65	13.75	-1.54	HS 578T	CVCL_0332
422676	MITOXANTRONE	NSC141540	39.51	-2.78	-1.28	3.23	5.13	-8.38	MDA-MB-231	CVCL-0062
422687	MITOXANTRONE	NSC141540	63.04	11.76	11.59	6.4	15.13	17.4	MDA-MB-468	CVCL_0419
422688	MITOXANTRONE	NSC141540	49.75	1.79	2.87	6.09	8.73	8.26	T-47D	CVCL_0553
422690	MITOXANTRONE	NSC141540	56.55	6.35	6.29	10.54	12.91	0.74	BT-549	CVCL_1092
422715	MITOXANTRONE	NSC141540	40.42	-3.65	-4.26	0.93	2.86	-8.73	MCF7	CVCL_0031
422765	ALTRETAMINE	ANASTROZOLE	-4.04	-0.1	-1.94	-6.54	-5.23	-3.21	MCF7	CVCL_0031
422768	ALTRETAMINE	ANASTROZOLE	-6.22	1.49	-2.76	-4.22	-8.32	-2.15	BT-549	CVCL_1092
422769	ALTRETAMINE	ANASTROZOLE	-6.57	1.31	-5.59	-9.62	-9.49	-3.65	MDA-MB-468	CVCL_0419
422770	ALTRETAMINE	ANASTROZOLE	-1.68	1.98	2.99	0.08	-1.13	1.86	T-47D	CVCL_0553
422785	ALTRETAMINE	ANASTROZOLE	-17.45	2.23	-7.93	-16.83	-15.1	-10	HS 578T	CVCL_0332
422786	ALTRETAMINE	ANASTROZOLE	0.87	1.7	1.54	-1.13	-2.07	3.36	MDA-MB-231	CVCL-0062
422824	LENALIDOMIDE	PROCARBAZINE HYDROCHLORIDE	9.48	-2.18	3.01	2.63	2.57	5.1	MCF7	CVCL_0031
422827	LENALIDOMIDE	PROCARBAZINE HYDROCHLORIDE	9.87	-2.35	4.77	4.68	4.62	7.19	BT-549	CVCL_1092
422828	LENALIDOMIDE	PROCARBAZINE HYDROCHLORIDE	1.48	-0.24	1.68	0.12	-0.57	1.54	MDA-MB-468	CVCL_0419
422829	LENALIDOMIDE	PROCARBAZINE HYDROCHLORIDE	5.39	0.74	4.76	3.38	3.55	5.15	T-47D	CVCL_0553
422844	LENALIDOMIDE	PROCARBAZINE HYDROCHLORIDE	-3.2	2.09	2.79	0.53	-0.84	2.66	HS 578T	CVCL_0332
422845	LENALIDOMIDE	PROCARBAZINE HYDROCHLORIDE	8.9	-0.56	4.43	2.93	2.93	9.11	MDA-MB-231	CVCL-0062
422866	ABIRATERONE	PROCARBAZINE HYDROCHLORIDE	32.74	5.34	6.35	-25.32	4.55	11.48	MDA-MB-468	CVCL_0419
422867	ABIRATERONE	PROCARBAZINE HYDROCHLORIDE	2.41	-1.8	-1.41	-9.34	-3.12	-0.55	T-47D	CVCL_0553
422869	ABIRATERONE	PROCARBAZINE HYDROCHLORIDE	6.22	1.49	6	4.32	4.61	7.16	BT-549	CVCL_1092
422878	ABIRATERONE	PROCARBAZINE HYDROCHLORIDE	5.79	4	8.85	0.3	3.97	11.29	HS 578T	CVCL_0332
422879	ABIRATERONE	PROCARBAZINE HYDROCHLORIDE	-0.79	-1.05	-3.56	-6.52	-5.37	0.01	MDA-MB-231	CVCL-0062
422897	ABIRATERONE	PROCARBAZINE HYDROCHLORIDE	12.18	0.14	4.85	1.2	3.93	7.13	MCF7	CVCL_0031
422913	MELPHALAN HYDROCHLORIDE	ANASTROZOLE	14.82	-2.59	1.5	0.78	1.04	6.42	MDA-MB-231	CVCL-0062
422914	MELPHALAN HYDROCHLORIDE	ANASTROZOLE	7.7	-0.87	-1.51	-5.02	-4.42	3.38	HS 578T	CVCL_0332
422928	MELPHALAN HYDROCHLORIDE	ANASTROZOLE	22.82	-3.76	3.34	0.91	0.31	21.42	T-47D	CVCL_0553
422929	MELPHALAN HYDROCHLORIDE	ANASTROZOLE	24.04	-6.35	-4.73	-6.63	-6.58	9.52	MDA-MB-468	CVCL_0419
422930	MELPHALAN HYDROCHLORIDE	ANASTROZOLE	11	-3.86	-1.3	-2.82	-3.1	2.13	BT-549	CVCL_1092
422949	MELPHALAN HYDROCHLORIDE	ANASTROZOLE	17.19	-7.19	2.36	2.55	2.71	-0.64	MCF7	CVCL_0031
422979	VEMURAFENIB	PROCARBAZINE HYDROCHLORIDE	-4.74	5.06	2.44	-5.76	-4.45	6.23	HS 578T	CVCL_0332
422991	VEMURAFENIB	PROCARBAZINE HYDROCHLORIDE	-3.8	1.02	-1.75	-4.76	-4.06	-1.37	MDA-MB-468	CVCL_0419
422992	VEMURAFENIB	PROCARBAZINE HYDROCHLORIDE	1.4	0.11	-0.02	-4.93	-2.34	2.44	T-47D	CVCL_0553
422994	VEMURAFENIB	PROCARBAZINE HYDROCHLORIDE	-4.52	0.39	-3.53	-6.69	-6.29	-1.38	BT-549	CVCL_1092
422995	VEMURAFENIB	PROCARBAZINE HYDROCHLORIDE	-2.13	-0.3	-2.5	-4.74	-4.55	-2.28	MCF7	CVCL_0031
423027	DEXRAZOXANE	MECHLORETHAMINE HYDROCHLORIDE	13.93	-4.85	5.34	1.7	4.97	2.86	MDA-MB-231	CVCL-0062
423028	DEXRAZOXANE	MECHLORETHAMINE HYDROCHLORIDE	12.1	-1.64	9.35	2.83	3.26	9.6	HS 578T	CVCL_0332
423039	DEXRAZOXANE	MECHLORETHAMINE HYDROCHLORIDE	4.94	-2.96	-2.8	-4.4	-3.84	-4.35	T-47D	CVCL_0553
423040	DEXRAZOXANE	MECHLORETHAMINE HYDROCHLORIDE	26.61	-6.57	0.17	0.84	1.08	7.02	MDA-MB-468	CVCL_0419
423041	DEXRAZOXANE	MECHLORETHAMINE HYDROCHLORIDE	8.26	-5.34	0.55	-2.6	0.06	-4.5	BT-549	CVCL_1092
423052	DEXRAZOXANE	MECHLORETHAMINE HYDROCHLORIDE	35.08	-9.67	-2.54	-36.28	-0.47	14.32	MCF7	CVCL_0031
423098	VISMODEGIB	MELPHALAN HYDROCHLORIDE	12.19	-7.88	-1.61	-8.74	-1.79	-7.7	MCF7	CVCL_0031
423123	VISMODEGIB	MELPHALAN HYDROCHLORIDE	8.39	-3.81	-0.74	-8.19	-2.86	0.94	BT-549	CVCL_1092
423125	VISMODEGIB	MELPHALAN HYDROCHLORIDE	24.48	-3.24	4.48	-1.15	2.44	19.18	T-47D	CVCL_0553
423126	VISMODEGIB	MELPHALAN HYDROCHLORIDE	34.02	5.71	9.71	4.87	8.39	19.05	MDA-MB-468	CVCL_0419
423136	VISMODEGIB	MELPHALAN HYDROCHLORIDE	14.86	-3.68	-3.05	-7.42	-3.41	7.29	MDA-MB-231	CVCL-0062
423137	VISMODEGIB	MELPHALAN HYDROCHLORIDE	14.84	-0.55	8.36	-1.06	1.5	17.66	HS 578T	CVCL_0332
423157	CHLORAMBUCIL	ANASTROZOLE	29.47	-9.55	-3.6	-2.08	-1.96	8.19	MCF7	CVCL_0031
423182	CHLORAMBUCIL	ANASTROZOLE	7.46	-8.51	-5	-4.37	-4.35	-11.77	BT-549	CVCL_1092
423184	CHLORAMBUCIL	ANASTROZOLE	25.42	-6.97	-2.63	-1.6	-1.85	8.79	T-47D	CVCL_0553
423185	CHLORAMBUCIL	ANASTROZOLE	22.16	-3.76	-10.04	-9.19	-9.06	-7.34	MDA-MB-468	CVCL_0419
423195	CHLORAMBUCIL	ANASTROZOLE	17.68	-4.04	-2.68	-1.82	-1.69	-0.59	MDA-MB-231	CVCL-0062
423196	CHLORAMBUCIL	ANASTROZOLE	1.54	-5.91	-7.59	-7.07	-7.02	-9.94	HS 578T	CVCL_0332
423209	THIOGUANINE	ANASTROZOLE	2.82	-7.28	-7.15	-7.25	-7.23	-13.58	BT-549	CVCL_1092
423211	THIOGUANINE	ANASTROZOLE	6.82	-6.24	-2.1	-2.72	-2.97	-7.97	T-47D	CVCL_0553
423212	THIOGUANINE	ANASTROZOLE	24.66	-9.84	-8.34	-7.99	-7.14	3.96	MDA-MB-468	CVCL_0419
423222	THIOGUANINE	ANASTROZOLE	23.8	-8.67	-4.68	-4.39	-4.07	8.46	MDA-MB-231	CVCL-0062
423223	THIOGUANINE	ANASTROZOLE	20.66	-0.43	-3.39	-5.15	-3.85	1.18	HS 578T	CVCL_0332
423243	THIOGUANINE	ANASTROZOLE	35.57	-0.25	-0.72	0.09	0.89	4.16	MCF7	CVCL_0031
423266	CRIZOTINIB	MELPHALAN HYDROCHLORIDE	18.8	-6.55	-1.2	-6.01	-1.39	-1.26	MCF7	CVCL_0031
423290	CRIZOTINIB	MELPHALAN HYDROCHLORIDE	10.96	2.77	9.39	2.6	3.62	12.48	HS 578T	CVCL_0332
423291	CRIZOTINIB	MELPHALAN HYDROCHLORIDE	8.08	-4.98	-2.06	-2.46	-1.85	-2.19	MDA-MB-231	CVCL-0062
423305	CRIZOTINIB	MELPHALAN HYDROCHLORIDE	14.88	-1.97	1.89	-2.83	-2.46	11.21	BT-549	CVCL_1092
423306	CRIZOTINIB	MELPHALAN HYDROCHLORIDE	31.88	3.73	9.73	6.98	7.81	17.6	MDA-MB-468	CVCL_0419
423307	CRIZOTINIB	MELPHALAN HYDROCHLORIDE	4.99	-0.98	0.23	-3.42	-3.53	6.49	T-47D	CVCL_0553
423327	DEXRAZOXANE	BENDAMUSTINE HYDROCHLORIDE	24.32	-8.87	-1.23	-2.37	0.91	9.21	MCF7	CVCL_0031
423350	DEXRAZOXANE	BENDAMUSTINE HYDROCHLORIDE	17.63	-5.19	0.2	-1.2	2.03	1.76	MDA-MB-231	CVCL-0062
423351	DEXRAZOXANE	BENDAMUSTINE HYDROCHLORIDE	29.77	3.19	5.35	2.56	5.98	14.42	HS 578T	CVCL_0332
423364	DEXRAZOXANE	BENDAMUSTINE HYDROCHLORIDE	16.41	-0.65	4.56	2.6	4.98	4.44	BT-549	CVCL_1092
423366	DEXRAZOXANE	BENDAMUSTINE HYDROCHLORIDE	15.65	-2.94	2.36	1.45	2.37	4.63	T-47D	CVCL_0553
423367	DEXRAZOXANE	BENDAMUSTINE HYDROCHLORIDE	41.59	-2.81	5.22	4.5	6.69	21.7	MDA-MB-468	CVCL_0419
423378	AXITINIB	MELPHALAN HYDROCHLORIDE	17.76	-1.35	7.26	2.19	3.49	15.1	HS 578T	CVCL_0332
423379	AXITINIB	MELPHALAN HYDROCHLORIDE	14.47	0.67	0.6	-5.04	-3.14	10.54	MDA-MB-231	CVCL-0062
423389	AXITINIB	MELPHALAN HYDROCHLORIDE	14.78	-2.65	2.99	0.01	0.29	9.4	BT-549	CVCL_1092
423390	AXITINIB	MELPHALAN HYDROCHLORIDE	35.09	2.97	5.85	3.55	4.07	20.33	MDA-MB-468	CVCL_0419
423391	AXITINIB	MELPHALAN HYDROCHLORIDE	17.83	0.61	5.3	1.35	1.85	18.3	T-47D	CVCL_0553
423418	AXITINIB	MELPHALAN HYDROCHLORIDE	17.24	-7.51	-1.22	-5.8	-1.4	-0.73	MCF7	CVCL_0031
423438	TENIPOSIDE	ANASTROZOLE	16.11	-1.44	-3.55	-8.43	-3.04	-4.06	HS 578T	CVCL_0332
423439	TENIPOSIDE	ANASTROZOLE	34.7	-1.44	1.68	-3.28	2.63	13.28	MDA-MB-231	CVCL-0062
423448	TENIPOSIDE	ANASTROZOLE	38.62	5.33	0.71	-7.92	1.72	8.82	BT-549	CVCL_1092
423449	TENIPOSIDE	ANASTROZOLE	33.44	-3.71	-2.35	-5.8	-1.15	12.05	MDA-MB-468	CVCL_0419
423450	TENIPOSIDE	ANASTROZOLE	33.64	-9.6	-1.17	-5.78	-0.37	12.14	T-47D	CVCL_0553
423477	TENIPOSIDE	ANASTROZOLE	32.42	-8.73	-3.5	-4.83	-1.66	4.42	MCF7	CVCL_0031
423503	PAZOPANIB HYDROCHLORIDE	NSC733504	14.69	-4.24	-2.66	-1.17	-0.88	-0.53	MDA-MB-231	CVCL-0062
423504	PAZOPANIB HYDROCHLORIDE	NSC733504	18.05	-4.97	2.94	-11.67	1.13	-0.33	HS 578T	CVCL_0332
423515	PAZOPANIB HYDROCHLORIDE	NSC733504	9.12	-6.54	-3.01	-10.55	-2.13	-6.36	T-47D	CVCL_0553
423516	PAZOPANIB HYDROCHLORIDE	NSC733504	32.74	6.96	8.04	-9.78	9.19	2.49	MDA-MB-468	CVCL_0419
423517	PAZOPANIB HYDROCHLORIDE	NSC733504	16.76	1.09	-1.28	-19.06	-3.22	-7.66	BT-549	CVCL_1092
423527	PAZOPANIB HYDROCHLORIDE	NSC733504	9.09	-9.05	-6.69	-26.69	-9.04	-7.72	MCF7	CVCL_0031
423563	NSC141540	IXABEPILONE	9.89	-10.64	-5.17	-5.91	-5.22	-11.01	HS 578T	CVCL_0332
423564	NSC141540	IXABEPILONE	19.36	-8.56	0.82	1.47	1.63	-0.49	MDA-MB-231	CVCL-0062
423574	NSC141540	IXABEPILONE	21.88	-7.96	0.78	0.92	1.3	-2.9	BT-549	CVCL_1092
423575	NSC141540	IXABEPILONE	6.56	-6.27	-5.63	-3.89	-4.2	-11.14	MDA-MB-468	CVCL_0419
423576	NSC141540	IXABEPILONE	31.15	-9.99	-1.05	-0.12	0.02	9.69	T-47D	CVCL_0553
423587	NSC141540	IXABEPILONE	27.58	-1.81	2.99	4.07	4.42	2.02	MCF7	CVCL_0031
423634	ABIRATERONE	NSC733504	21.91	-4	-1.23	-6.91	0.52	-1.37	MCF7	CVCL_0031
423653	ABIRATERONE	NSC733504	20.48	1.72	3.59	1.07	5.34	4.49	T-47D	CVCL_0553
423654	ABIRATERONE	NSC733504	67.67	17.75	17.97	18.86	21.18	16.68	MDA-MB-468	CVCL_0419
423655	ABIRATERONE	NSC733504	21.59	1.41	2.08	-13.7	2.04	-5.26	BT-549	CVCL_1092
423669	ABIRATERONE	NSC733504	17.27	-4.85	-1.91	-8.38	-0.54	3.98	MDA-MB-231	CVCL-0062
423670	ABIRATERONE	NSC733504	21.31	4.41	6.03	-1.37	4.74	3.39	HS 578T	CVCL_0332
423675	LENALIDOMIDE	NSC733504	31.88	2.84	3.37	2.81	6.22	1.42	BT-549	CVCL_1092
423677	LENALIDOMIDE	NSC733504	12.51	-3.29	-1.36	-4.45	-0.3	-0.75	T-47D	CVCL_0553
423678	LENALIDOMIDE	NSC733504	22.56	-2.04	-5.02	-16.65	-3.53	-7.12	MDA-MB-468	CVCL_0419
423693	LENALIDOMIDE	NSC733504	20.91	0.72	5.82	3.47	7.14	7.03	MDA-MB-231	CVCL-0062
423694	LENALIDOMIDE	NSC733504	21.96	4.48	4.52	-8.93	3.93	4.39	HS 578T	CVCL_0332
423734	LENALIDOMIDE	NSC733504	26.97	3.14	3.78	-7.3	5.24	4.37	MCF7	CVCL_0031
423735	MITOXANTRONE	TEMOZOLOMIDE	43.69	7.08	8.42	-27.56	6.26	14.49	BT-549	CVCL_1092
423737	MITOXANTRONE	TEMOZOLOMIDE	31.5	6.65	6.06	-34.95	2.66	14.32	T-47D	CVCL_0553
423738	MITOXANTRONE	TEMOZOLOMIDE	47.84	4.48	5.8	-59.54	1.18	23.57	MDA-MB-468	CVCL_0419
423753	MITOXANTRONE	TEMOZOLOMIDE	28.96	-5.9	-4.68	-20.88	-3.59	-1.02	MDA-MB-231	CVCL-0062
423754	MITOXANTRONE	TEMOZOLOMIDE	33.51	3.16	3.21	-22.45	2.44	0.91	HS 578T	CVCL_0332
423792	MITOXANTRONE	TEMOZOLOMIDE	36.6	6.2	6.38	-25.81	2.34	15.86	MCF7	CVCL_0031
423798	VEMURAFENIB	NSC733504	27.97	4	4.63	-14.09	3.57	9.6	MCF7	CVCL_0031
423833	VEMURAFENIB	NSC733504	9.55	-1.93	1.9	-11.4	0.07	0.51	MDA-MB-231	CVCL-0062
423834	VEMURAFENIB	NSC733504	27.62	6.78	9.06	-8.86	3.83	15.16	HS 578T	CVCL_0332
423845	VEMURAFENIB	NSC733504	17.5	1.95	5.93	-0.85	5.31	5.52	T-47D	CVCL_0553
423846	VEMURAFENIB	NSC733504	47.28	10.03	13.54	0.16	13.66	19.97	MDA-MB-468	CVCL_0419
423847	VEMURAFENIB	NSC733504	37.09	8.23	9.31	-8.13	7.62	12.45	BT-549	CVCL_1092
423855	PAZOPANIB HYDROCHLORIDE	IMIQUIMOD	6.52	8.28	15.04	8.17	8.25	14.28	HS 578T	CVCL_0332
423856	PAZOPANIB HYDROCHLORIDE	IMIQUIMOD	9.78	-1.02	3.26	3.47	3.7	5.42	MDA-MB-231	CVCL-0062
423866	PAZOPANIB HYDROCHLORIDE	IMIQUIMOD	-4.3	2.41	2.14	-0.04	-0.89	-0.09	BT-549	CVCL_1092
423867	PAZOPANIB HYDROCHLORIDE	IMIQUIMOD	-3.46	-0.04	-2.78	-5.27	-4.87	-4.13	MDA-MB-468	CVCL_0419
423868	PAZOPANIB HYDROCHLORIDE	IMIQUIMOD	1.75	-0.93	1.11	-0.26	-0.06	-1.68	T-47D	CVCL_0553
423895	PAZOPANIB HYDROCHLORIDE	IMIQUIMOD	-8.59	2.68	-1.28	-3.65	-4.41	-3.46	MCF7	CVCL_0031
423913	PEMETREXED	NSC733504	20.08	-5.47	-4.99	-0.96	0.55	-6.16	HS 578T	CVCL_0332
423914	PEMETREXED	NSC733504	21.98	-4.61	-3.07	-1.33	0.1	-4.26	MDA-MB-231	CVCL-0062
423929	PEMETREXED	NSC733504	36.42	-10.28	-11.76	-4.23	-2.75	-24.27	MDA-MB-468	CVCL_0419
423930	PEMETREXED	NSC733504	15.33	-2.45	-0.5	-2.09	1.62	0.28	T-47D	CVCL_0553
423932	PEMETREXED	NSC733504	30	-6.34	-2.66	0.13	3.68	-9.15	BT-549	CVCL_1092
423949	PEMETREXED	NSC733504	48.51	-0.31	-0.6	7.18	9.48	-8.02	MCF7	CVCL_0031
423983	5-FU	CO-V	38.54	2.84	-0.88	-0.96	0.44	14.28	HS 578T	CVCL_0332
423984	5-FU	CO-V	16.72	-8.78	-0.02	0.27	1.61	-5.01	MDA-MB-231	CVCL-0062
423994	5-FU	CO-V	30.3	-10.18	-8.16	-8.79	-6.11	1.07	BT-549	CVCL_1092
423995	5-FU	CO-V	22.35	0.09	1.62	-0.11	4.12	-2.04	MDA-MB-468	CVCL_0419
423996	5-FU	CO-V	24.64	-7.45	-8.1	-11.18	-7.22	-4.69	T-47D	CVCL_0553
424007	5-FU	CO-V	29.47	2.73	1.69	-1.57	3.48	-4.72	MCF7	CVCL_0031
424060	NSC141540	BENDAMUSTINE HYDROCHLORIDE	27.45	-11.7	-2.63	-7.81	0.56	1.66	MCF7	CVCL_0031
424069	NSC141540	BENDAMUSTINE HYDROCHLORIDE	30.31	-2.59	2.22	-9.68	3.54	2.41	BT-549	CVCL_1092
424071	NSC141540	BENDAMUSTINE HYDROCHLORIDE	25.91	-8.25	-4.23	-20.09	-2.4	-1.54	T-47D	CVCL_0553
424072	NSC141540	BENDAMUSTINE HYDROCHLORIDE	27.08	-9.55	-0.24	-2.23	1.22	3.16	MDA-MB-468	CVCL_0419
424083	NSC141540	BENDAMUSTINE HYDROCHLORIDE	23.95	-2.7	-2.17	-7.91	1.26	0.28	MDA-MB-231	CVCL-0062
424084	NSC141540	BENDAMUSTINE HYDROCHLORIDE	30.23	0.13	1.25	-3.52	4.14	3.9	HS 578T	CVCL_0332
424101	VANDETANIB	MELPHALAN HYDROCHLORIDE	8.73	-3.2	-1.06	-5.13	-4.29	3.73	BT-549	CVCL_1092
424103	VANDETANIB	MELPHALAN HYDROCHLORIDE	6.67	-4.14	0.85	-3.33	-1.34	2.57	T-47D	CVCL_0553
424104	VANDETANIB	MELPHALAN HYDROCHLORIDE	43.5	6.19	10	8.37	8.59	27.07	MDA-MB-468	CVCL_0419
424119	VANDETANIB	MELPHALAN HYDROCHLORIDE	18.59	-0.38	1.81	2.08	2.67	7.73	MDA-MB-231	CVCL-0062
424120	VANDETANIB	MELPHALAN HYDROCHLORIDE	12.06	1.61	3.53	-4.32	-2.98	14.21	HS 578T	CVCL_0332
424144	VANDETANIB	MELPHALAN HYDROCHLORIDE	16.8	-5.88	-0.09	-7.02	0.23	-2.94	MCF7	CVCL_0031
424155	NAVELBINE DITARTRATE (TN)	MITOMYCINE	63.24	4.94	3.01	0.93	4.74	23.38	HS 578T	CVCL_0332
424156	NAVELBINE DITARTRATE (TN)	MITOMYCINE	38.43	-4.71	2.07	2.34	4.08	13.7	MDA-MB-231	CVCL-0062
424166	NAVELBINE DITARTRATE (TN)	MITOMYCINE	56.92	3.06	4.49	6.06	9.18	6.59	BT-549	CVCL_1092
424167	NAVELBINE DITARTRATE (TN)	MITOMYCINE	57.08	-6.77	-5.81	-7.07	-1.88	12.47	MDA-MB-468	CVCL_0419
424168	NAVELBINE DITARTRATE (TN)	MITOMYCINE	43.47	-10.22	-4.3	-6.23	-0.67	12.24	T-47D	CVCL_0553
424194	NAVELBINE DITARTRATE (TN)	MITOMYCINE	57.69	10.58	9.52	12.01	14.52	10.37	MCF7	CVCL_0031
424225	GEFITINIB	NSC733504	41.04	1.93	1.86	6.31	8.1	1.71	BT-549	CVCL_1092
424226	GEFITINIB	NSC733504	36.57	-3.35	-4.13	2.04	3.76	-13.25	MDA-MB-468	CVCL_0419
424227	GEFITINIB	NSC733504	26.81	-5.64	1.94	6.14	6.7	4.13	T-47D	CVCL_0553
424238	GEFITINIB	NSC733504	27.43	1.12	3.86	7.36	9.26	1.88	HS 578T	CVCL_0332
424239	GEFITINIB	NSC733504	21.99	-2.54	-0.22	2.36	3.34	5.2	MDA-MB-231	CVCL-0062
424258	GEFITINIB	NSC733504	26.44	0.18	0.99	3.44	4.54	0.83	MCF7	CVCL_0031
424293	CABAZITAXEL	MELPHALAN HYDROCHLORIDE	37.02	-7.01	-6.26	-12.73	-1.81	-18.18	MCF7	CVCL_0031
424312	CABAZITAXEL	MELPHALAN HYDROCHLORIDE	31.93	-4.16	-3.79	-9.79	-2.38	0.91	T-47D	CVCL_0553
424313	CABAZITAXEL	MELPHALAN HYDROCHLORIDE	36.71	-1.37	-4.67	-12.58	-2.92	-21.92	MDA-MB-468	CVCL_0419
424314	CABAZITAXEL	MELPHALAN HYDROCHLORIDE	52.32	-1.41	-1.84	-12.56	-0.96	-7.69	BT-549	CVCL_1092
424327	CABAZITAXEL	MELPHALAN HYDROCHLORIDE	41.38	-1.76	1.1	-2.02	3.46	-4.78	MDA-MB-231	CVCL-0062
424340	DAUNORUBICIN HYDROCHLORIDE	ANASTROZOLE	14.82	-5.19	0.43	0.1	0.25	-4.91	MCF7	CVCL_0031
424364	DAUNORUBICIN HYDROCHLORIDE	ANASTROZOLE	13.4	-1.93	1.93	1.15	1.16	3.97	HS 578T	CVCL_0332
424365	DAUNORUBICIN HYDROCHLORIDE	ANASTROZOLE	10.34	-2.87	2.12	-7.82	1.78	1	MDA-MB-231	CVCL-0062
424378	DAUNORUBICIN HYDROCHLORIDE	ANASTROZOLE	3.01	-6.66	-3.72	-19.16	-3.92	-12.18	BT-549	CVCL_1092
424379	DAUNORUBICIN HYDROCHLORIDE	ANASTROZOLE	19.92	-6.72	-0.66	-9.16	-0.66	12.94	MDA-MB-468	CVCL_0419
